,Names,Profile URLs
559,Sara Degli-Esposti,https://pureportal.coventry.ac.uk/en/persons/sara-degli-esposti-2/publications/
560,Katharina Dehnen-Schmutz,https://pureportal.coventry.ac.uk/en/persons/katharina-dehnen-schmutz/publications/
561,Scott Delahunta,https://pureportal.coventry.ac.uk/en/persons/scott-delahunta/publications/
562,Charo del Genio,https://pureportal.coventry.ac.uk/en/persons/charo-del-genio/publications/
563,Akin Delibasi,https://pureportal.coventry.ac.uk/en/persons/akin-delibasi/publications/
564,Arnaldo Delli-Carri,https://pureportal.coventry.ac.uk/en/persons/arn-delli-carri/publications/
565,Tereso del Río Almajano,https://pureportal.coventry.ac.uk/en/persons/tereso-del-r%C3%ADo-almajano/publications/
566,Stephanie Denning,https://pureportal.coventry.ac.uk/en/persons/stephanie-denning/publications/
567,Francesca Denton,https://pureportal.coventry.ac.uk/en/persons/francesca-denton/publications/
568,Ankur Deo,https://pureportal.coventry.ac.uk/en/persons/ankur-deo/publications/
569,Miriam De Rosa,https://pureportal.coventry.ac.uk/en/persons/miriam-de-rosa/publications/
570,Jude Derry,https://pureportal.coventry.ac.uk/en/persons/jude-derry-2/publications/
571,Tiphaine De Valon,https://pureportal.coventry.ac.uk/en/persons/tiphaine-de-valon/publications/
572,Ciaran Devane,https://pureportal.coventry.ac.uk/en/persons/ciaran-devane/publications/
573,John Devane,https://pureportal.coventry.ac.uk/en/persons/john-devane/publications/
574,Timothy Devenport,https://pureportal.coventry.ac.uk/en/persons/timothy-devenport/publications/
575,Glauco De Vita,https://pureportal.coventry.ac.uk/en/persons/glauco-de-vita/publications/
576,Benjamin Dew,https://pureportal.coventry.ac.uk/en/persons/benjamin-dew/publications/
577,Micia De Wet,https://pureportal.coventry.ac.uk/en/persons/micia-de-wet/publications/
578,Alun DeWinter,https://pureportal.coventry.ac.uk/en/persons/alun-dewinter/publications/
579,Sunita Dewitt,https://pureportal.coventry.ac.uk/en/persons/sunita-dewitt/publications/
580,Sharan Dhadda,https://pureportal.coventry.ac.uk/en/persons/sharan-dhadda/publications/
581,Jose Dias,https://pureportal.coventry.ac.uk/en/persons/jose-dias/publications/
582,Sally Dibb,https://pureportal.coventry.ac.uk/en/persons/sally-dibb/publications/
583,Laura Di Chiacchio,https://pureportal.coventry.ac.uk/en/persons/laura-di-chiacchio/publications/
584,Alexander Diederich,https://pureportal.coventry.ac.uk/en/persons/alexander-diederich/publications/
585,Bastien Dieppois,https://pureportal.coventry.ac.uk/en/persons/bastien-dieppois/publications/
586,Denis Diffo,https://pureportal.coventry.ac.uk/en/persons/denis-diffo/publications/
587,Amena Dilmohamed,https://pureportal.coventry.ac.uk/en/persons/amena-dilmohamed/publications/
588,Edward Djan,https://pureportal.coventry.ac.uk/en/persons/edward-djan/publications/
589,Sertel Djelal,https://pureportal.coventry.ac.uk/en/persons/sertel-djelal/publications/
590,Aneesha Doal,https://pureportal.coventry.ac.uk/en/persons/aneesha-doal/publications/
591,Trang Doan,https://pureportal.coventry.ac.uk/en/persons/trang-doan/publications/
592,Joanne Dobson,https://pureportal.coventry.ac.uk/en/persons/joanne-dobson-2/publications/
593,Mike Dodd,https://pureportal.coventry.ac.uk/en/persons/mike-dodd/publications/
594,Pablo Domene,https://pureportal.coventry.ac.uk/en/persons/pablo-domene/publications/
595,William Donald,https://pureportal.coventry.ac.uk/en/persons/william-donald/publications/
596,Angelines Donastorg Sosa,https://pureportal.coventry.ac.uk/en/persons/angelines-donastorg-sosa/publications/
597,James Donnelly,https://pureportal.coventry.ac.uk/en/persons/james-donnelly/publications/
598,Jane Donoghue,https://pureportal.coventry.ac.uk/en/persons/jane-donoghue/publications/
599,Matthew Dore,https://pureportal.coventry.ac.uk/en/persons/matthew-dore/publications/
600,Michelle Dorgan,https://pureportal.coventry.ac.uk/en/persons/michelle-dorgan/publications/
601,Lisa Dowler,https://pureportal.coventry.ac.uk/en/persons/lisa-dowler/publications/
602,Lauren Doyle,https://pureportal.coventry.ac.uk/en/persons/lauren-doyle/publications/
603,Leitrim Doyle,https://pureportal.coventry.ac.uk/en/persons/leitrim-doyle/publications/
604,Carol Drugan,https://pureportal.coventry.ac.uk/en/persons/carol-drugan/publications/
605,Dirk Dugdale Duwell,https://pureportal.coventry.ac.uk/en/persons/dirk-dugdale-duwell/publications/
606,Ignatius Duhu,https://pureportal.coventry.ac.uk/en/persons/ignatius-duhu/publications/
607,Michael Duncan,https://pureportal.coventry.ac.uk/en/persons/michael-duncan/publications/
608,Ian Dunwell,https://pureportal.coventry.ac.uk/en/persons/ian-dunwell/publications/
609,Hannelie Du Plessis-Walker,https://pureportal.coventry.ac.uk/en/persons/hannelie-du-plessis-walker/publications/
610,Jo Durham,https://pureportal.coventry.ac.uk/en/persons/jo-durham/publications/
611,Ololade Durodola,https://pureportal.coventry.ac.uk/en/persons/ololade-durodola/publications/
612,Jaque Daniel Jon Simon Durrant,https://pureportal.coventry.ac.uk/en/persons/jaque-daniel-jon-simon-durrant/publications/
613,Adolphus Chukwunonso Duru,https://pureportal.coventry.ac.uk/en/persons/adolphus-chukwunonso-duru/publications/
614,Saikat Dutta,https://pureportal.coventry.ac.uk/en/persons/saikat-dutta/publications/
615,Harriet Dymond,https://pureportal.coventry.ac.uk/en/persons/harriet-dymond/publications/
616,Ryan Jaromir Dziadowiec,https://pureportal.coventry.ac.uk/en/persons/ryan-jaromir-dziadowiec/publications/
617,Adam Eckley,https://pureportal.coventry.ac.uk/en/persons/adam-eckley/publications/
618,Jonathan Eden,https://pureportal.coventry.ac.uk/en/persons/jonathan-eden/publications/
619,Daniel Edgcumbe,https://pureportal.coventry.ac.uk/en/persons/daniel-edgcumbe/publications/
620,Kate Edmondson,https://pureportal.coventry.ac.uk/en/persons/kate-edmondson/publications/
621,Karen Edwards,https://pureportal.coventry.ac.uk/en/persons/karen-edwards/publications/
622,Alloysius Egbulonu,https://pureportal.coventry.ac.uk/en/persons/alloysius-egbulonu/publications/
623,Ashem Egila,https://pureportal.coventry.ac.uk/en/persons/ashem-egila-2/publications/
624,Austine Ehibhatiomhan,https://pureportal.coventry.ac.uk/en/persons/austine-ehibhatiomhan/publications/
625,Bernice Ejiogu,https://pureportal.coventry.ac.uk/en/persons/bernice-ejiogu/publications/
626,Job Ekolu,https://pureportal.coventry.ac.uk/en/persons/job-ekolu/publications/
627,Arinze Ekwem,https://pureportal.coventry.ac.uk/en/persons/arinze-ekwem/publications/
628,Faris Elasha,https://pureportal.coventry.ac.uk/en/persons/faris-elasha/publications/
629,Zac Elliott,https://pureportal.coventry.ac.uk/en/persons/zac-elliott/publications/
630,David Ellis,https://pureportal.coventry.ac.uk/en/persons/david-ellis/publications/
631,Fran Ellis,https://pureportal.coventry.ac.uk/en/persons/fran-ellis/publications/
632,Simon Ellis,https://pureportal.coventry.ac.uk/en/persons/simon-ellis/publications/
633,Basil Elmasri,https://pureportal.coventry.ac.uk/en/persons/dr-basil-elmasri-elmasri/publications/
634,Ahmed Elmasry,https://pureportal.coventry.ac.uk/en/persons/ahmed-elmasry/publications/
635,Ibrahim Elmghaamez,https://pureportal.coventry.ac.uk/en/persons/ibrahim-elmghaamez/publications/
636,Mark Elshaw,https://pureportal.coventry.ac.uk/en/persons/mark-elshaw/publications/
637,Mohamed Elshimy,https://pureportal.coventry.ac.uk/en/persons/mohamed-elshimy/publications/
638,Olusegun Michael Eluyefa,https://pureportal.coventry.ac.uk/en/persons/olusegun-michael-eluyefa/publications/
639,Jen Elvy,https://pureportal.coventry.ac.uk/en/persons/jen-elvy/publications/
640,Ahmed Abdelmageed Saad Ahmed Elwakeel,https://pureportal.coventry.ac.uk/en/persons/ahmed-abdelmageed-saad-ahmed-elwakeel/publications/
641,Shirine El Zaatari,https://pureportal.coventry.ac.uk/en/persons/shirine-el-zaatari/publications/
642,Lloyd Emeka,https://pureportal.coventry.ac.uk/en/persons/lloyd-emeka/publications/
643,Nwabueze Emekwuru,https://pureportal.coventry.ac.uk/en/persons/nwabueze-emekwuru/publications/
644,Chikezie Emele,https://pureportal.coventry.ac.uk/en/persons/chikezie-emele/publications/
645,Etieno Enang,https://pureportal.coventry.ac.uk/en/persons/etieno-enang/publications/
646,Iniobong Enang,https://pureportal.coventry.ac.uk/en/persons/iniobong-enang/publications/
647,Jodie Enderby,https://pureportal.coventry.ac.uk/en/persons/jodie-enderby/publications/
648,Nnenna Enebeli,https://pureportal.coventry.ac.uk/en/persons/nnenna-enebeli/publications/
649,Okeoghene Enebeli,https://pureportal.coventry.ac.uk/en/persons/okeoghene-enebeli-2/publications/
650,Ikenna Stanley Enebuse,https://pureportal.coventry.ac.uk/en/persons/ikenna-stanley-enebuse/publications/
651,Matthew England,https://pureportal.coventry.ac.uk/en/persons/matthew-england/publications/
652,John Ayuk Enombu,https://pureportal.coventry.ac.uk/en/persons/john-ayuk-enombu/publications/
653,George Eremosele Eremionkhale,https://pureportal.coventry.ac.uk/en/persons/george-eremosele-eremionkhale/publications/
654,Sarah Erian,https://pureportal.coventry.ac.uk/en/persons/sarah-erian/publications/
655,Engin Erken,https://pureportal.coventry.ac.uk/en/persons/engin-erken/publications/
656,Liam Escott,https://pureportal.coventry.ac.uk/en/persons/liam-escott/publications/
657,Azzouz Essamri,https://pureportal.coventry.ac.uk/en/persons/azzouz-essamri/publications/
658,Inimfon Essiet,https://pureportal.coventry.ac.uk/en/persons/inimfon-essiet/publications/
659,Martin Esugo,https://pureportal.coventry.ac.uk/en/persons/martin-esugo/publications/
660,Jason Etienne,https://pureportal.coventry.ac.uk/en/persons/jason-etienne/publications/
661,Steven Eustace,https://pureportal.coventry.ac.uk/en/persons/steven-eustace/publications/
662,Adrian Evans,https://pureportal.coventry.ac.uk/en/persons/adrian-evans/publications/
663,Adrienne Evans,https://pureportal.coventry.ac.uk/en/persons/ady-evans/publications/
664,Hala Evans,https://pureportal.coventry.ac.uk/en/persons/hala-evans/publications/
665,John Evans,https://pureportal.coventry.ac.uk/en/persons/john-evans/publications/
666,Mark Evans,https://pureportal.coventry.ac.uk/en/persons/mark-evans/publications/
667,Martin Evans,https://pureportal.coventry.ac.uk/en/persons/martin-evans/publications/
668,Martin Evans,https://pureportal.coventry.ac.uk/en/persons/martin-evans-2/publications/
669,Michelle Evans,https://pureportal.coventry.ac.uk/en/persons/michelle-evans/publications/
670,Emma Eyre,https://pureportal.coventry.ac.uk/en/persons/emma-eyre/publications/
671,Godswill Ezeonyeka,https://pureportal.coventry.ac.uk/en/persons/godswill-ezeonyeka/publications/
672,Dumbiri Ezike,https://pureportal.coventry.ac.uk/en/persons/dumbiri-ezike/publications/
673,Leonardo Faedo,https://pureportal.coventry.ac.uk/en/persons/leonardo-faedo/publications/
674,Mahboobeh Fallah,https://pureportal.coventry.ac.uk/en/persons/mahboobeh-fallah/publications/
675,Stephen Fallows,https://pureportal.coventry.ac.uk/en/persons/stephen-fallows-2/publications/
676,Yueping Fang,https://pureportal.coventry.ac.uk/en/persons/yueping-fang/publications/
677,Majdi Fanous,https://pureportal.coventry.ac.uk/en/persons/majdi-fanous/publications/
678,Abunur Muslehuddin Faradhi,https://pureportal.coventry.ac.uk/en/persons/abunur-muslehuddin-faradhi/publications/
679,Becca Faraj,https://pureportal.coventry.ac.uk/en/persons/becca-faraj/publications/
680,Masoumeh Faraji,https://pureportal.coventry.ac.uk/en/persons/masoumeh-faraji/publications/
681,Soroush Faramehr,https://pureportal.coventry.ac.uk/en/persons/soroush-faramehr/publications/
682,Neelam Faree,https://pureportal.coventry.ac.uk/en/persons/neelam-faree/publications/
683,Fouziya Farheen,https://pureportal.coventry.ac.uk/en/persons/fouziya-farheen/publications/
684,Miguel Farias,https://pureportal.coventry.ac.uk/en/persons/miguel-farias/publications/
685,Sebastien Farnaud,https://pureportal.coventry.ac.uk/en/persons/sebastien-farnaud/publications/
686,Umar Farooq,https://pureportal.coventry.ac.uk/en/persons/umar-farooq/publications/
687,Michelle Farrell,https://pureportal.coventry.ac.uk/en/persons/michelle-farrell/publications/
688,Rachel Farrer,https://pureportal.coventry.ac.uk/en/persons/rachel-farrer/publications/
689,Aboubakr Fathalla,https://pureportal.coventry.ac.uk/en/persons/aboubakr-fathalla/publications/
690,Judith Fathallah,https://pureportal.coventry.ac.uk/en/persons/judith-fathallah/publications/
691,Alireza Fathollahi,https://pureportal.coventry.ac.uk/en/persons/alireza-fathollahi/publications/
692,Bushra Fatima,https://pureportal.coventry.ac.uk/en/persons/bushra-fatima/publications/
693,James Fawdon,https://pureportal.coventry.ac.uk/en/persons/james-fawdon/publications/
694,Xiang Fei,https://pureportal.coventry.ac.uk/en/persons/xiang-fei/publications/
695,Georges Félix,https://pureportal.coventry.ac.uk/en/persons/georges-felix/publications/
696,Adam Fenton,https://pureportal.coventry.ac.uk/en/persons/adam-fenton/publications/
697,Meggie Fenton,https://pureportal.coventry.ac.uk/en/persons/meggie-fenton/publications/
698,Jason Ferguson,https://pureportal.coventry.ac.uk/en/persons/jason-ferguson/publications/
699,Lesley Ferguson,https://pureportal.coventry.ac.uk/en/persons/lesley-ferguson/publications/
700,Ken Fero,https://pureportal.coventry.ac.uk/en/persons/ken-fero/publications/
701,Teresa Ferraz-da-Silva,https://pureportal.coventry.ac.uk/en/persons/teresa-ferraz-da-silva/publications/
702,Carlos Ferreira,https://pureportal.coventry.ac.uk/en/persons/carlos-ferreira/publications/
703,Clara Ferreira,https://pureportal.coventry.ac.uk/en/persons/clara-ferreira/publications/
704,Jennifer Ferreira,https://pureportal.coventry.ac.uk/en/persons/jennifer-ferreira/publications/
705,Andrea Field,https://pureportal.coventry.ac.uk/en/persons/andrea-field/publications/
706,Petros Panagis Filippatos,https://pureportal.coventry.ac.uk/en/persons/petros-panagis-filippatos/publications/
707,Peter Finkenbusch,https://pureportal.coventry.ac.uk/en/persons/peter-finkenbusch/publications/
708,Daniel Finnemore,https://pureportal.coventry.ac.uk/en/persons/daniel-finnemore/publications/
709,Owen Finney,https://pureportal.coventry.ac.uk/en/persons/owen-finney/publications/
710,Tom Fisher,https://pureportal.coventry.ac.uk/en/persons/tom-fisher/publications/
711,Michael Fishwick,https://pureportal.coventry.ac.uk/en/persons/michael-fishwick/publications/
712,Jane Fitchford,https://pureportal.coventry.ac.uk/en/persons/jane-fitchford/publications/
713,Ahyani Radhiani Fitri,https://pureportal.coventry.ac.uk/en/persons/ahyani-radhiani-fitri/publications/
714,Michael Fitzpatrick,https://pureportal.coventry.ac.uk/en/persons/michael-fitzpatrick/publications/
715,Brónagh Fleming,https://pureportal.coventry.ac.uk/en/persons/br%C3%B3nagh-fleming/publications/
716,Joe Fleming,https://pureportal.coventry.ac.uk/en/persons/joe-fleming/publications/
717,"Dan Flood, MA BSc(Hons) FHEA MBCS",https://pureportal.coventry.ac.uk/en/persons/dan-flood/publications/
718,Susanne Foellmer,https://pureportal.coventry.ac.uk/en/persons/susanne-foellmer/publications/
719,Omotola Folorunsho,https://pureportal.coventry.ac.uk/en/persons/omotola-folorunsho/publications/
720,Pam Fom,https://pureportal.coventry.ac.uk/en/persons/pam-fom/publications/
721,Beth Footitt,https://pureportal.coventry.ac.uk/en/persons/beth-footitt/publications/
722,Sarah Forbes-Robertson,https://pureportal.coventry.ac.uk/en/persons/sarah-forbes-robertson/publications/
723,Gemma Foster,https://pureportal.coventry.ac.uk/en/persons/gemma-foster/publications/
724,Rebecca Foster,https://pureportal.coventry.ac.uk/en/persons/rebecca-foster/publications/
725,Steve Foster,https://pureportal.coventry.ac.uk/en/persons/steve-foster/publications/
726,Steven Foster,https://pureportal.coventry.ac.uk/en/persons/steven-foster/publications/
727,Abbas Fotouhi,https://pureportal.coventry.ac.uk/en/persons/abbas-fotouhi/publications/
728,Rebecca Fowler,https://pureportal.coventry.ac.uk/en/persons/rebecca-fowler/publications/
729,maddalena fragnito,https://pureportal.coventry.ac.uk/en/persons/maddalena-fragnito/publications/
730,Andrew Frampton,https://pureportal.coventry.ac.uk/en/persons/andrew-frampton/publications/
731,Alex Franklin,https://pureportal.coventry.ac.uk/en/persons/alex-franklin/publications/
732,Abi Fraser,https://pureportal.coventry.ac.uk/en/persons/abi-fraser/publications/
733,Heather Fraser,https://pureportal.coventry.ac.uk/en/persons/heather-fraser/publications/
734,Karen Fraser,https://pureportal.coventry.ac.uk/en/persons/karen-fraser/publications/
735,Jana Fried,https://pureportal.coventry.ac.uk/en/persons/jana-fried/publications/
736,Aidan Friend,https://pureportal.coventry.ac.uk/en/persons/aidan-friend-2/publications/
737,Simon Frost,https://pureportal.coventry.ac.uk/en/persons/simon-frost/publications/
738,Marwan Fuad,https://pureportal.coventry.ac.uk/en/persons/marwan-fuad/publications/
739,Ulya Fuhaidah,https://pureportal.coventry.ac.uk/en/persons/ulya-fuhaidah/publications/
740,Emily Fulcher,https://pureportal.coventry.ac.uk/en/persons/emily-fulcher/publications/
741,Patrick Fuller,https://pureportal.coventry.ac.uk/en/persons/patrick-fuller/publications/
742,David Luigi Fuschi,https://pureportal.coventry.ac.uk/en/persons/david-luigi-fuschi/publications/
743,Nikolaos Fytas,https://pureportal.coventry.ac.uk/en/persons/nikolaos-fytas/publications/
744,Tulika Gadakari,https://pureportal.coventry.ac.uk/en/persons/tulika-gadakari/publications/
745,Sandeep Gakhal,https://pureportal.coventry.ac.uk/en/persons/sandeep-gakhal/publications/
746,Cristina Galalae,https://pureportal.coventry.ac.uk/en/persons/cristina-galalae/publications/
747,Natalia Maria Galan Lopez,https://pureportal.coventry.ac.uk/en/persons/natalia-maria-galan-lopez/publications/
748,Carolina Gallo Granizo,https://pureportal.coventry.ac.uk/en/persons/carolina-gallo-granizo/publications/
749,Jenny Gamble,https://pureportal.coventry.ac.uk/en/persons/jenny-gamble/publications/
750,"Alfred Gand, FHEA FFB ",https://pureportal.coventry.ac.uk/en/persons/alfred-gand/publications/
751,Sivasharmini Ganeshamoorthy,https://pureportal.coventry.ac.uk/en/persons/sivasharmini-ganeshamoorthy/publications/
752,Sivagayinee Gangatheepan,https://pureportal.coventry.ac.uk/en/persons/sivagayinee-gangatheepan/publications/
753,Lisa Ganobcsik-Williams,https://pureportal.coventry.ac.uk/en/persons/lisa-ganobcsik-williams/publications/
754,Runda Gao,https://pureportal.coventry.ac.uk/en/persons/runda-gao-2/publications/
755,Alexeis Garcia-Perez,https://pureportal.coventry.ac.uk/en/persons/alexeis-garcia-perez/publications/
756,Christopher Gardner,https://pureportal.coventry.ac.uk/en/persons/christopher-gardner/publications/
757,Sheena Gardner,https://pureportal.coventry.ac.uk/en/persons/sheena-gardner/publications/
758,Mahda Garmaki,https://pureportal.coventry.ac.uk/en/persons/mahda-garmaki/publications/
759,Mark Garner,https://pureportal.coventry.ac.uk/en/persons/mark-garner/publications/
760,Olivia Garro,https://pureportal.coventry.ac.uk/en/persons/olivia-garro/publications/
761,Bekim Gashi,https://pureportal.coventry.ac.uk/en/persons/bekim-gashi/publications/
762,Paul Gaunt,https://pureportal.coventry.ac.uk/en/persons/paul-gaunt/publications/
763,Nitish Gaur,https://pureportal.coventry.ac.uk/en/persons/nitish-gaur/publications/
764,Elena Gaura,https://pureportal.coventry.ac.uk/en/persons/elena-gaura/publications/
765,Jennifer Gautier,https://pureportal.coventry.ac.uk/en/persons/jennifer-gautier-2/publications/
766,Susan Gautrey,https://pureportal.coventry.ac.uk/en/persons/susan-gautrey/publications/
767,Zoe Gazeley-Eke,https://pureportal.coventry.ac.uk/en/persons/zoe-gazeley-eke/publications/
768,Lorraine Gearing,https://pureportal.coventry.ac.uk/en/persons/lorraine-gearing/publications/
769,Maryke Geldenhuys,https://pureportal.coventry.ac.uk/en/persons/maryke-geldenhuys/publications/
770,Laura Gelder-Robertson,https://pureportal.coventry.ac.uk/en/persons/laura-gelder-robertson/publications/
771,Malte Gembus,https://pureportal.coventry.ac.uk/en/persons/malte-gembus/publications/
772,Amrutha Maria George,https://pureportal.coventry.ac.uk/en/persons/amrutha-maria-george/publications/
773,Lenni George,https://pureportal.coventry.ac.uk/en/persons/lenni-george/publications/
774,Suresh George,https://pureportal.coventry.ac.uk/en/persons/suresh-george/publications/
775,Alex Edward Georgiou,https://pureportal.coventry.ac.uk/en/persons/alex-edward-georgiou/publications/
776,Simon Gerard,https://pureportal.coventry.ac.uk/en/persons/simon-gerard/publications/
777,Denis Gessert,https://pureportal.coventry.ac.uk/en/persons/denis-gessert/publications/
778,Temesghen Ghaim,https://pureportal.coventry.ac.uk/en/persons/temesghen-ghaim/publications/
779,Rebwar Kamal Gharib,https://pureportal.coventry.ac.uk/en/persons/rebwar-kamal-gharib/publications/
780,Aysar Ghassan,https://pureportal.coventry.ac.uk/en/persons/aysar-ghassan/publications/
781,Seyedeh Hanieh Ghiasi Limanjoobi,https://pureportal.coventry.ac.uk/en/persons/seyedeh-hanieh-ghiasi-limanjoobi/publications/
782,Michel Ghostin,https://pureportal.coventry.ac.uk/en/persons/michel-ghostin/publications/
783,Jinder Ghuman,https://pureportal.coventry.ac.uk/en/persons/jinder-ghuman/publications/
784,Kyriaki Giannou,https://pureportal.coventry.ac.uk/en/persons/kyriaki-giannou/publications/
785,Shannen Gibbons,https://pureportal.coventry.ac.uk/en/persons/shannen-gibbons/publications/
786,Ruth Gibson,https://pureportal.coventry.ac.uk/en/persons/ruth-gibson/publications/
787,Gabrielle Gilbert,https://pureportal.coventry.ac.uk/en/persons/gabrielle-gilbert/publications/
788,Holly Jade Gilbert,https://pureportal.coventry.ac.uk/en/persons/holly-jade-gilbert/publications/
789,Marc Gilbey,https://pureportal.coventry.ac.uk/en/persons/marc-gilbey-2/publications/
790,George Giles,https://pureportal.coventry.ac.uk/en/persons/george-giles/publications/
791,Gary Gilkes,https://pureportal.coventry.ac.uk/en/persons/gary-gilkes/publications/
792,Rachael Hughson Gill,https://pureportal.coventry.ac.uk/en/persons/rachael-hughson-gill-2/publications/
793,Anna Teresa Malet Gillions,https://pureportal.coventry.ac.uk/en/persons/anna-teresa-malet-gillions/publications/
794,Evangelos Gkanas,https://pureportal.coventry.ac.uk/en/persons/evangelos-gkanas/publications/
795,Rebecca Gladwin-Geoghegan,https://pureportal.coventry.ac.uk/en/persons/rebecca-gladwin-geoghegan/publications/
796,Andrew Glazzard,https://pureportal.coventry.ac.uk/en/persons/andrew-glazzard/publications/
797,Damien Gleadall-Siddall,https://pureportal.coventry.ac.uk/en/persons/damien-gleadall-siddall/publications/
798,Michael Goatman,https://pureportal.coventry.ac.uk/en/persons/michael-goatman/publications/
799,Stephan Goerttler,https://pureportal.coventry.ac.uk/en/persons/stephan-goerttler/publications/
800,Farhana Gokhool,https://pureportal.coventry.ac.uk/en/persons/farhana-gokhool/publications/
801,Mira Balchandran Gokul,https://pureportal.coventry.ac.uk/en/persons/mira-balchandran-gokul/publications/
802,Daniel Goldsmith,https://pureportal.coventry.ac.uk/en/persons/daniel-goldsmith/publications/
803,Nick Golsby,https://pureportal.coventry.ac.uk/en/persons/nick-golsby/publications/
804,Gopal Gomathinayagam,https://pureportal.coventry.ac.uk/en/persons/gopal-gomathinaygam/publications/
805,Ricardo Manuel Goncalves Martins,https://pureportal.coventry.ac.uk/en/persons/ricardo-manuel-goncalves-martins/publications/
806,Demetrius Gonsalves,https://pureportal.coventry.ac.uk/en/persons/demetrius-gonsalves/publications/
807,Ramon Gonzalez-Mendez,https://pureportal.coventry.ac.uk/en/persons/ramon-gonzalez-mendez/publications/
808,Matt Goodman,https://pureportal.coventry.ac.uk/en/persons/matt-goodman/publications/
809,Elizabeth Goodwin,https://pureportal.coventry.ac.uk/en/persons/elizabeth-goodwin/publications/
810,Mark Goodwin,https://pureportal.coventry.ac.uk/en/persons/mark-goodwin/publications/
811,Sandy Goodyer,https://pureportal.coventry.ac.uk/en/persons/sandy-goodyer/publications/
812,Rakesh Gopinath,https://pureportal.coventry.ac.uk/en/persons/rakesh-gopinath/publications/
813,Adele Gordon,https://pureportal.coventry.ac.uk/en/persons/adele-gordon/publications/
814,Tom Gorman,https://pureportal.coventry.ac.uk/en/persons/tom-gorman/publications/
815,Nick Gorse,https://pureportal.coventry.ac.uk/en/persons/nick-gorse/publications/
816,Rajib Goswami,https://pureportal.coventry.ac.uk/en/persons/rajib-goswami/publications/
817,Phillip Gould,https://pureportal.coventry.ac.uk/en/persons/phillip-gould/publications/
818,"Rita Goyal, PhD MA BSc FHEA",https://pureportal.coventry.ac.uk/en/persons/rita-goyal/publications/
819,Benoit Granier,https://pureportal.coventry.ac.uk/en/persons/benoit-granier/publications/
820,Christine Grant,https://pureportal.coventry.ac.uk/en/persons/christine-grant/publications/
821,Rebecca Grant,https://pureportal.coventry.ac.uk/en/persons/rebecca-grant/publications/
822,Sam Grant,https://pureportal.coventry.ac.uk/en/persons/sam-grant/publications/
823,Paolo Grasso,https://pureportal.coventry.ac.uk/en/persons/paolo-grasso/publications/
824,Ryan Graty,https://pureportal.coventry.ac.uk/en/persons/ryan-graty/publications/
825,Andrei Claudiu Graur,https://pureportal.coventry.ac.uk/en/persons/andrei-claudiu-graur/publications/
826,John Graves,https://pureportal.coventry.ac.uk/en/persons/john-graves/publications/
827,Beate Grawemeyer,https://pureportal.coventry.ac.uk/en/persons/beate-grawemeyer/publications/
828,Alastair Gray,https://pureportal.coventry.ac.uk/en/persons/alastair-gray/publications/
829,Kate Gray,https://pureportal.coventry.ac.uk/en/persons/kate-gray/publications/
830,Paula Grayson,https://pureportal.coventry.ac.uk/en/persons/paula-grayson/publications/
831,Brendan Greaney,https://pureportal.coventry.ac.uk/en/persons/brendan-greaney/publications/
832,"Jennifer Greaves, PhD",https://pureportal.coventry.ac.uk/en/persons/jennifer-greaves/publications/
833,Phil Green,https://pureportal.coventry.ac.uk/en/persons/phil-green/publications/
834,Samantha Green,https://pureportal.coventry.ac.uk/en/persons/samantha-green/publications/
835,Gerard Greene,https://pureportal.coventry.ac.uk/en/persons/gerard-greene/publications/
836,Laura Greenway,https://pureportal.coventry.ac.uk/en/persons/laura-greenway/publications/
837,Agata Greszta,https://pureportal.coventry.ac.uk/en/persons/agata-greszta/publications/
838,James Griffin,https://pureportal.coventry.ac.uk/en/persons/james-griffin-2/publications/
839,Peter Griffin,https://pureportal.coventry.ac.uk/en/persons/peter-griffin/publications/
840,Carole Griffiths,https://pureportal.coventry.ac.uk/en/persons/carole-griffiths/publications/
841,Paul Griffiths,https://pureportal.coventry.ac.uk/en/persons/paul-griffiths/publications/
842,John Grima,https://pureportal.coventry.ac.uk/en/persons/john-grima/publications/
843,Andy Grindrod,https://pureportal.coventry.ac.uk/en/persons/andy-grindrod/publications/
844,Bethan Grist,https://pureportal.coventry.ac.uk/en/persons/bethan-grist-2/publications/
845,Susanne Grunewald,https://pureportal.coventry.ac.uk/en/persons/susanne-grunewald/publications/
846,Mark Gubb,https://pureportal.coventry.ac.uk/en/persons/mark-gubb/publications/
847,Adrian Josue Guel Cortez,https://pureportal.coventry.ac.uk/en/persons/adrian-josue-guel-cortez/publications/
848,Lucas Guimaraes Ferreira,https://pureportal.coventry.ac.uk/en/persons/lucas-guimaraes-ferreira-2/publications/
849,Sanduni Gunaratne,https://pureportal.coventry.ac.uk/en/persons/sanduni-gunaratne/publications/
850,Shenal Rajintha Alexander Samarathunge Gunawardena,https://pureportal.coventry.ac.uk/en/persons/shenal-rajintha-alexander-samarathunge-gunawardena/publications/
851,Yilmaz Guney,https://pureportal.coventry.ac.uk/en/persons/yilmaz-guney/publications/
852,Joanne Gunning,https://pureportal.coventry.ac.uk/en/persons/joanne-gunning/publications/
853,Hua Guo,https://pureportal.coventry.ac.uk/en/persons/hua-guo/publications/
854,Jingying Guo,https://pureportal.coventry.ac.uk/en/persons/jingying-guo/publications/
855,Yue Guo,https://pureportal.coventry.ac.uk/en/persons/yue-guo/publications/
